bldngId,bldngTy,mxOccpn,units,region,geometry
241,Commercial,NA,[441],South,"list(c(-20.6001180975378, 49.215569308323, 55.4958819104884, 15.5876188654503, 11.708997956971, -89.08974354353, -91.1942582965319, -131.169981845049, -127.705914578164, -20.6001180975378, 1449.66686846097, 1446.04534689348, 1353.47410675112, 1350.7666096176, 1407.9371312595, 1410.36765981248, 1349.98995276737, 1351.38333956669, 1450.76607771392, 1449.66686846097))"
242,Residental,6,"[551,644,653]",Central,"list(c(-2372.01088300378, -2412.02738685378, -2413.03987202047, -2311.71320835585, -2316.64069272775, -2372.01088300378, 3025.82579053223, 3027.18433699918, 3123.43540181802, 3129.67465404341, 3023.94599172081, 3025.82579053223), c(-2372.64226029513, -2372.43204422626, -2354.7585247172, -2353.74497600798, -2372.64226029513, 3085.84715044338, 3065.86313375209, 3065.26312387672, 3087.01076245603, 3085.84715044338))"
243,Commercial,NA,[881],Central,"list(c(-902.457110856959, -942.504038707319, -946.06867387205, -876.073524440117, -878.242331116636, -902.457110856959, 4818.11679395572, 4818.06153705401, 4889.55928478508, 4888.82979934484, 4818.1502055999, 4818.11679395572))"
244,Residental,NA,NA,East,"list(c(1957.14898520769, 2154.68503084045, 2144.32901662452, 2104.53390281099, 2110.30678899566, 1935.38846653719, 1937.34065520236, 1897.38316116041, 1893.61503604641, 1957.14898520769, 5280.02955260167, 5287.62005463416, 5185.69571642571, 5189.73909577574, 5246.55609038937, 5238.62123318548, 5196.30903985224, 5194.46549167352, 5276.13671596233, 5280.02955260167))"
245,Residental,2,"[70,377]",South,"list(c(693.050808468479, 653.06811685312, 653.259455862045, 922.756401511252, 921.682979686836, 691.773920044341, 693.050808468479, 167.6557881665, 166.479195122526, 357.066000635823, 363.809051862815, 323.823457386968, 319.854745797995, 167.6557881665))"
246,Residental,11,"[533,624,805]",Central,"list(c(-2155.04574795567, -2150.96934334895, -2111.03310288037, -2112.69794201618, -2056.58190514044, -2056.20342066337, -2155.04574795567, 3264.01764314369, 3336.12839847582, 3333.87081188043, 3304.42015151367, 3304.95115150664, 3264.95294217796, 3264.01764314369))"
247,Residental,7,"[1389,1553,1574,1593]",North-west,"list(c(-4541.91781907117, -4457.41942309424, -4456.33810278171, -4470.25726684141, -4468.7939976816, -4545.73777907703, -4541.91781907117, 4854.56618628685, 4856.85126718781, 4816.86588552924, 4816.48947109459, 4779.9227869148, 4776.84376936424, 4854.56618628685))"
248,Residental,2,"[621,722]",Central,"list(c(-2358.22272441267, -2398.22259754049, -2398.40632387405, -2318.97256245695, -2322.10475907025, -2358.29720555817, -2358.22272441267, 2554.4609069683, 2554.36016096085, 2627.30627782027, 2621.06706608377, 2581.18988784388, 2584.03266316853, 2554.4609069683))"
249,Commercial,NA,NA,East,"list(c(1346.60910965292, 1386.60641914361, 1387.22510044691, 1437.56655515913, 1440.53834599881, 1347.72179581824, 1346.60910965292, 4630.29304138603, 4630.75697403878, 4577.41822450783, 4581.16869644429, 4541.27924346227, 4534.36434859716, 4630.29304138603))"
250,Residental,2,[489],Central,"list(c(-2437.46464751905, -2557.00862805736, -2560.47561557156, -2444.57603116995, -2371.98592570503, -2371.28457515032, -2416.88091721107, -2420.19770647548, -2330.20362439939, -2332.67968609261, -2437.46464751905, 4604.74340695146, 4594.34282892429, 4634.19229564063, 4644.27580353001, 4669.29859815948, 4697.87760677426, 4694.08370500033, 4733.94595417138, 4741.43402650792, 4640.53813644798, 4604.74340695146))"
251,Residental,6,"[9,249,266]",South,"list(c(1293.91736766948, 1253.91882058014, 1254.62581504362, 1294.62436213296, 1293.91736766948, 1121.86124940466, 1122.20217570438, 1205.1489925458, 1204.80806624608, 1121.86124940466))"
252,Commercial,NA,NA,Central,"list(c(253.575839156925, 303.307717529445, 301.156138811519, 261.166618814126, 262.285852539179, 249.650606979402, 242.044443164838, 202.227060964977, 212.978967991464, 253.575839156925, 4463.34480412152, 4468.17643025624, 4374.20275971352, 4375.11834170228, 4424.00267972911, 4422.77512137694, 4343.44865935752, 4347.26652194674, 4459.40067592588, 4463.34480412152))"
253,Commercial,NA,NA,North-west,"list(c(-3608.40551198756, -3568.61888506395, -3572.60986108734, -3464.84661784795, -3456.18543321223, -3452.29039086971, -3490.07919719949, -3489.89655517929, -3410.83975431953, -3412.28603499956, -3450.07512267279, -3412.28718742498, -3416.30699108519, -3429.16747330018, -3617.24288511755, -3608.40551198756, 5126.65350303139, 5122.52744946391, 5084.0433455843, 5095.22395401035, 5161.56477639224, 5340.04837044948, 5340.12064327017, 5435.61745469367, 5435.95580296205, 5341.63337882434, 5342.2128129082, 
5341.50147741487, 5158.03361218224, 5059.52803791567, 5041.43665793784, 5126.65350303139))"
254,Commercial,NA,[888],Central,"list(c(-969.557055699482, -966.758079498158, -1041.62063787365, -1042.30414107561, -926.484047963051, -927.133675993795, -887.136199650141, -886.062613455471, -1087.97862136503, -1077.03241056169, -969.557055699482, 3773.44407070739, 3733.54211922348, 3728.2907841015, 3723.07629213555, 3728.99249794616, 3786.82128660284, 3787.27060401715, 3691.70177659891, 3682.39568747808, 3765.90506699201, 3773.44407070739))"
255,Commercial,NA,[1287],Central,"list(c(15.1402654040741, -24.8494344858331, -26.7738293658652, 13.2158705240423, 15.1402654040741, 3540.26770913783, 3539.360018268, 3624.1421575189, 3625.04984838872, 3540.26770913783))"
256,Commercial,NA,[426],South,"list(c(-852.908342090586, -854.805984817228, -951.886724680542, -958.687656816487, -893.067217111819, -890.694894886848, -928.860954970133, -921.720784652877, -881.811253372397, -888.372789486353, -850.298070438813, -852.908342090586, 1286.30367054341, 1250.35995622387, 1233.61009079818, 1273.02769247665, 1284.34954206056, 1329.28427668215, 1331.85555575844, 1437.8386720395, 1435.14993386475, 1337.75561215408, 1335.74546336903, 1286.30367054341))"
257,Commercial,NA,NA,South,"list(c(673.915051117623, 737.737537917277, 728.776386429338, 717.820099410107, 717.389131430266, 734.042889154555, 724.880068806299, 678.63299952487, 680.96955535843, 693.834177126191, 680.944892407973, 673.915051117623, 1030.68077913384, 1016.00980575468, 977.02650466293, 979.54504324163, 938.662928001042, 936.991068568443, 845.718209633255, 835.610582648078, 934.983034975547, 936.914795501829, 935.958216379804, 1030.68077913384))"
258,Commercial,NA,NA,Central,"list(c(134.876266497984, 100.667431773577, 101.121706252141, 138.735874152626, 148.071956249166, 110.207343296167, 105.178942810845, 192.663237845417, 175.01838812525, 134.876266497984, 4274.05425835856, 4274.44278842927, 4314.44020877981, 4314.013002316, 4411.0942506201, 4406.29622709168, 4445.97890830855, 4457.06450177452, 4273.59834042159, 4274.05425835856))"
259,Commercial,NA,NA,South,"list(c(1013.59824176883, 1010.13754444385, 909.084934298382, 912.545631623363, 1013.59824176883, 1280.74545456455, 1240.89544108871, 1249.67115951662, 1289.52117299247, 1280.74545456455))"
260,Commercial,NA,"[1284,1336]",Central,"list(c(-788.901661732353, -781.395537876375, -749.136064800406, -749.423945194606, -811.327721966795, -808.608300967986, -848.494985848257, -854.828094879534, -711.275962692355, -706.332829337035, -788.901661732353, 5414.98486054378, 5454.27427520803, 5448.11120043315, 5453.2481259622, 5463.17151477458, 5427.12002149543, 5424.11130594525, 5508.06963302193, 5487.41539649049, 5399.21033481213, 5414.98486054378))"
261,Commercial,NA,"[1734,1754,1781]",North-west,"list(c(-3425.90935267616, -3429.52930733401, -3534.43145533416, -3530.81150067631, -3425.90935267616, 6871.42583836386, 6831.58997602507, 6841.12261814643, 6880.95848048522, 6871.42583836386))"
262,School,394,[900],North-west,"list(c(-2516.54811300431, -2530.82870079815, -2523.15223883596, -2348.53943665013, -2347.2933467134, -2559.23254885882, -2570.83981938796, -2552.918399951, -2439.99147000595, -2441.5116303355, -2516.54811300431, 6696.87730224667, 6460.95043413722, 6295.91886713195, 6295.84109703061, 6255.86051099352, 6257.72879635145, 6460.83649542841, 6738.28943560577, 6733.99465702474, 6694.0235535552, 6696.87730224667))"
263,Commercial,NA,NA,East,"list(c(2437.37162865471, 2397.42219552965, 2403.00092673413, 2442.95035985919, 2437.37162865471, 4203.56117067262, 4205.57184045814, 4316.41408356613, 4314.40341378061, 4203.56117067262))"
264,Residental,6,"[1009,1114,1269]",Central,"list(c(-493.584324643646, -498.360422134666, -444.153458654575, -443.87576432057, -537.750363021293, -528.800590863509, -488.856810766684, -493.584324643646, 6159.36756036201, 6019.16604624695, 6019.54237948155, 5979.54334341995, 5978.89161661019, 6250.56026184569, 6248.44025439841, 6159.36756036201))"
265,Residental,4,[268],South,"list(c(1033.59633168558, 1030.84575808682, 927.560439667886, 836.270670201803, 818.854366102946, 821.329045918054, 900.854440388523, 900.682520390781, 859.644951884135, 858.833387035353, 872.000896194746, 995.112420525538, 1006.69828262571, 1046.30501490215, 1033.59633168558, 622.220309975697, 602.749983573988, 579.715983930459, 573.963651871791, 737.992056096638, 929.594481392739, 929.252678094746, 889.253047552523, 889.429428648782, 740.307258947363, 616.294408530203, 635.763603198995, 717.775775800908, 
712.180531536125, 622.220309975697))"
266,Residental,3,[349],South,"list(c(-1339.3031252485, -1379.06684983273, -1370.6444117597, -1330.88068717548, -1339.3031252485, 1940.47104337981, 1944.81226523433, 2021.95817463191, 2017.61695277739, 1940.47104337981))"
267,Commercial,NA,[1758],North-west,"list(c(-3732.88711946597, -3774.87137599092, -3755.31403873076, -3659.1756003232, -3667.27644850359, -3732.88711946597, 5847.91583281202, 5843.35642341826, 5931.50532039023, 5945.32194420669, 5855.04102530742, 5847.91583281202), c(-3722.25305233888, -3723.7398610753, -3704.18654431507, -3703.53438536533, -3722.25305233888, 5895.84573631117, 5889.14438692087, 5891.26783945987, 5898.53590669674, 5895.84573631117))"
268,Residental,NA,NA,Central,"list(c(-97.0206514654427, -57.0830719883451, -53.6674859514831, -125.447588536233, -124.375152384113, -96.0316248317401, -97.0206514654427, 4809.04400700157, 4811.27778082865, 4750.2106140659, 4752.13579554953, 4792.1214164738, 4791.36122761283, 4809.04400700157))"
269,Commercial,NA,[1337],Central,"list(c(-2537.27309891986, -2535.43564640397, -2438.7306206754, -2440.56807319129, -2537.27309891986, 5867.97868342781, 5907.93645824388, 5903.48949157363, 5863.53171675756, 5867.97868342781))"
270,Residental,10,"[526,610,770]",Central,"list(c(-2006.96451671748, -2047.06449796477, -2044.84187896083, -1951.94841505977, -1960.67342964551, -2006.96451671748, 3442.3089168368, 3439.2445268129, 3519.6541490923, 3526.77625043421, 3445.84642336441, 3442.3089168368))"
271,Residental,14,"[968,1123,1128,1190,1226,1241]",Central,"list(c(-716.829036552723, -719.019396791264, -799.723516603284, -797.533156364744, -716.829036552723, 5664.06413198495, 5624.12414798363, 5628.55006600896, 5668.49005001027, 5664.06413198495))"
272,Commercial,NA,NA,Central,"list(c(3.53012339497854, -36.4513585355453, -35.7018992675153, -63.045231644865, -63.72818730412, -141.206120247571, -145.201421736935, -79.5092367450698, -83.5263673936916, -78.3834267388226, 5.41232386804821, 3.53012339497854, 4194.46415133528, 4195.68115693889, 4220.30264766477, 4223.10472973893, 4205.95678210416, 4209.04251538829, 4279.49527516869, 4265.06675410812, 4246.77700087576, 4264.88603791043, 4256.29884131617, 4194.46415133528))"
273,Commercial,NA,NA,East,"list(c(1238.41740896235, 1248.89887359366, 1340.43794944818, 1346.93529944421, 1266.3005118096, 1268.38096643736, 1303.64008538268, 1302.67116430209, 1238.41740896235, 4370.27197003722, 4408.87428731459, 4384.01920985752, 4297.63419391943, 4301.83380354808, 4341.77966326522, 4339.94330280885, 4352.82551833375, 4370.27197003722))"
274,Residental,9,"[471,485,671,685]",Central,"list(c(-2551.80814678605, -2555.27513430025, -2433.23849448811, -2429.77150697391, -2551.80814678605, 4534.56862884979, 4574.41809556612, 4585.03554019884, 4545.1860734825, 4534.56862884979))"
275,Commercial,NA,NA,Central,"list(c(-1682.24387298506, -1678.77034364478, -1687.34877300445, -1685.64023606697, -1725.62907760984, -1728.31979965266, -1638.64507585855, -1643.85547160936, -1724.03564551194, -1725.62722418291, -1685.63096893231, -1682.24387298506, 5062.8670402261, 5208.85798058026, 5208.98863168721, 5136.67062996202, 5135.72588022844, 5249.61726710218, 5248.25150404246, 5025.86901661282, 5019.32076178848, 5135.62652433585, 5136.17385049907, 5062.8670402261))"
276,Commercial,NA,NA,Central,"list(c(-1568.19773326266, -1528.22637924464, -1530.39449263366, -1498.53965026194, -1498.91324856245, -1571.92317998689, -1568.19773326266, 2771.40301434007, 2769.88945629148, 2712.63203699098, 2712.33450113863, 2672.33624587281, 2673.01818527539, 2771.40301434007))"
277,Commercial,NA,"[1756,1765]",North-west,"list(c(-3567.37570398837, -3634.21548425555, -3634.25804111309, -3570.69651505356, -3578.53033312847, -3538.66749590302, -3527.24161449373, -3567.37570398837, 6604.88065780368, 6604.80954548826, 6644.80952284968, 6644.87714735819, 6739.22916457745, 6742.53887881544, 6604.92335734607, 6604.88065780368))"
278,Residental,NA,NA,South,"list(c(1031.3035650615, 991.434850420886, 977.457841600276, 979.338020212372, 1019.33121541836, 1017.47824573639, 1031.3035650615, 2347.14290208094, 2343.90475555777, 2550.85562467039, 2652.7736961466, 2652.0359040243, 2551.59273587225, 2347.14290208094))"
279,Commercial,NA,[381],South,"list(c(905.373614866008, 884.062474952197, 884.283709947634, 844.289318638136, 842.821351291886, 912.1085496023, 905.373614866008, 1326.7099056312, 1328.71387568799, 1315.50419224219, 1314.83436854693, 1402.48498600207, 1398.33230137961, 1326.7099056312))"
280,Residental,NA,NA,South,"list(c(-1157.46818747198, -1159.86233249987, -1038.68446419206, -1036.29031916417, -1157.46818747198, 1607.69664955549, 1647.62493614014, 1654.89089758539, 1614.96261100074, 1607.69664955549))"
281,Residental,3,[52],South,"list(c(-1822.35712352896, -1862.30344270612, -1867.41522089739, -1827.46890172022, -1822.35712352896, 1597.0813490364, 1595.00973512546, 1693.57864418346, 1695.6502580944, 1597.0813490364))"
282,Commercial,NA,NA,East,"list(c(715.558969129798, 695.585258597188, 696.735151119309, 754.918767254365, 755.943334234832, 715.948848267161, 715.558969129798, 4003.65797420827, 4004.23240212275, 4044.21587054643, 4042.54255635581, 3980.8438874298, 3980.17973971906, 4003.65797420827))"
283,Residental,11,"[1442,1601,1613,1726]",North-west,"list(c(-3418.59984917054, -3419.36977346461, -3328.06612135748, -3327.29619706342, -3418.59984917054, 6428.08502741653, 6468.07761693736, 6469.83536507861, 6429.84277555778, 6428.08502741653))"
284,Commercial,NA,[1320],Central,"list(c(-809.143360493393, -877.635454650179, -880.387019119487, -800.37952179623, -809.143360493393, 5809.8279903519, 5809.64164498116, 5866.29800245583, 5875.90920988083, 5809.8279903519))"
285,Commercial,85,"[1767,1790,1805]",North-west,"list(c(-3981.68297229795, -3909.41303822672, -3900.57544188922, -4000.38263994577, -3981.1931005232, -3944.56352744699, -3945.19189711345, -3980.97565380716, -3981.68297229795, 5613.02133928602, 5611.48666113123, 5459.92293112268, 5451.32106522223, 5541.71921225632, 5533.94355910811, 5544.26420859598, 5543.89804386634, 5613.02133928602), c(-3950.04785138472, -3942.57210230352, -3944.04093238587, -3950.04785138472, 5495.80744180512, 5496.45173793159, 5524.10485608499, 5495.80744180512))"
286,Residental,11,"[1002,1008,1019,1049,1166]",Central,"list(c(-866.065101211433, -867.023717880118, -783.893155237921, -783.944277851111, -826.57126714368, -826.496486742859, -772.654504038323, -774.067995857943, -866.065101211433, 3692.03556532457, 3777.36999997421, 3777.26375359748, 3737.26378626652, 3737.31826638814, 3730.66144157446, 3728.75762247779, 3688.78260476828, 3692.03556532457))"
287,Residental,7,"[940,1131,1232,1240]",Central,"list(c(-165.793653533248, -161.341521196614, -257.251182815982, -252.156232106095, -204.003461014524, -205.549877221462, -276.85530615465, -238.982736103627, -165.793653533248, 4289.3719991177, 4210.86352839066, 4223.18022544567, 4262.85441702236, 4256.67064904862, 4283.94000277272, 4508.12427376116, 4520.9954989449, 4289.3719991177))"
288,Residental,14,"[1397,1470,1616,1670]",North-west,"list(c(-4622.39257799098, -4620.87656651258, -4599.56686016968, -4602.35830846425, -4562.59481594518, -4554.77104363902, -4622.39257799098, 7043.14036482885, 7083.11162586972, 7082.30340119589, 7107.85920753114, 7112.20255447634, 7040.57564658892, 7043.14036482885))"
289,Commercial,NA,NA,Central,"list(c(10.1152048731467, 8.50077453457916, -130.758636998234, -129.992339626989, -131.630517062265, -229.968153859099, -234.998929799654, -63.1235125855228, -61.2108916336721, -61.4430686877109, 91.0741983105634, 90.3447734511625, 50.3466651703578, 50.6843747357499, 10.1152048731467, 4050.55417001343, 4023.8321936463, 4041.35050635345, 4059.95254481131, 4041.46660443904, 4050.1810379163, 4114.75850879539, 4089.85474428393, 4069.58571232565, 4089.7321550914, 4090.326630896, 4015.32826202214, 4015.71727867606, 
4050.44006914732, 4050.55417001343))"
